favorite_count,full_text,clean_text,sentiment
0,balapan liar sedang berlangsung di danau sunter utara (pom bensin shell) sangat membahayakan pengguna jalan.,balapan liar danau sunter utara pom bensin shell membahayakan pengguna jalan,neutral
0,balapan liar sedang berlangsung di danau sunter utara (pom bensin shell) sangat membahayakan pengguna jalan.,balapan liar danau sunter utara pom bensin shell membahayakan pengguna jalan,neutral
0,#JKTS balapan liar sedang berlangsung di danau sunter utara (pom bensin shell) sangat membahayakan pengguna jalan. (via @LeonyVidya),balapan liar danau sunter utara pom bensin shell membahayakan pengguna jalan via,neutral
0,@teguhdh H.ulaim kali brodi alternatif cibubur kluar tol cibubur arah clngsi ptr blk di piza hut sblm kota wisata posisi dpn pom shell.,hulaim kali brodi alternatif cibubur kluar tol cibubur arah clngsi ptr blk piza hut sblm kota wisata posisi dpn pom shell,neutral
0,@DikaWdn maju dikit setelah pom bensin shell ada halte biasa jembatan nah ada jalan. Masuk aja. Dpn burjo ada pager coklat,maju dikit pom bensin shell halte jembatan jalan masuk dpn burjo pager coklat,neutral
0,Min ujan gabisa di undur sedikit? @CuleSawangan: cules kita kumpul di pom shell depan margonda resi @INDOBARCA_DEPOK ,min ujan gabisa undur cules kumpul pom shell margonda resi,neutral
0,cules kita kumpul di pom shell depan margonda residen jam 19.30wib buat konvoy ke hanggar futsal pancoran bareng kak @INDOBARCA_DEPOK,cules kumpul pom shell margonda residen jam wib konvoy hanggar futsal pancoran bareng kak,neutral
0,@INDOBARCA_DEPOK min nanti malem di pom shell depan mares ya @CuleSawangan bakalan hadir min :),min malem pom shell mares ya hadir min,neutral
0,Isi bensin full tank dlu cusss (at Pom Bensin Shell Tol Jagorawi Km.20) https://t.co/g82UyJ1CBB,isi bensin full tank dlu cusss at pom bensin shell tol jagorawi km,neutral
0,Aurat mcm 7e pom boleh..shell kt rmh ak pom 24hours jgk.ak nk ckp aurat awk mcm shell kt rmh ak la.bg market skit.hahaha,aurat mcm e pom bolehshell kt rmh ak pom hours jgkak nk ckp aurat awk mcm shell kt rmh ak labg market skithahaha,neutral
0,Meeting point buat besok malem itu didepan pom shell depan margonda residen jam 20.00 wib kita konvoy bareng kak @INDOBARCA_DEPOK,meeting point besok malem didepan pom shell margonda residen jam wib konvoy bareng kak,neutral
0,Konvoy dari Depok. Meeting poin di pom Shell seberang Margonda Residence . (Samping surabi itu lo) Jam 20.00 WIB. Jangan ngaret yaa...,konvoy depok meeting poin pom shell seberang margonda residence samping surabi lo jam wib ngaret yaa,neutral
0,Dpn Gg. jgn lupa @adonzkeep → RT @INDOBARCA_DEPOK: Konvoy dari Depok. Meeting poin di pom Shell seberang Margonda Residence . Jam 20.00 WIB,dpn gg jgn lupa rt konvoy depok meeting poin pom shell seberang margonda residence jam wib,neutral
0,@MoVe_Bandung mau bareng ga? Kita meetinf point jam 6 pagi di pom bensin shell pasar jumat,bareng ga meetinf point jam pagi pom bensin shell pasar jumat,neutral
0,@ummynonie di jalan pajajaran kalau dari jambu dua terus aja ke arah rs azra. Lokasinya sebelum pom bensin shell.,jalan pajajaran jambu arah rs azra lokasinya pom bensin shell,neutral
0,Nah kumpulnya di depan pom bensin Shell Margonda 2 (depan Zoe Cafe) jam 18:30 alias ba'da maghrib.,kumpulnya pom bensin shell margonda zoe cafe jam alias bada maghrib,neutral
0,Kemamg jam 15.00. Dekat Pom Bensin Shell @IndraJPiliang: @poempida @saiful_haq @adityawilly @bonihargens @taufikbasari @zuhairimisrawi,kemamg jam pom bensin shell,neutral
0,Pom bensin Aja antri ya Salam.... (at Pom Bensin Shell Tol Jagorawi Km.20) https://t.co/Ufq7sx4SBg,pom bensin antri ya salam at pom bensin shell tol jagorawi km,neutral
0,Baru inget sudirman kan gak ada pom bensin. Isi shell 5rb gak apa dah,inget sudirman gak pom bensin isi shell rb gak dah,negative
0,Ada yang tau pom bensin shell daerah jatinegara dan salemba,tau pom bensin shell daerah jatinegara salemba,neutral
0,Cc @IndraJPiliang @zuhairimisrawi @poempida: Minggu jam 15.00 di Dim Sum Inc. kemang raya dekat pom bensin shell. :),cc minggu jam dim sum inc kemang raya pom bensin shell,neutral
0,@nurazkh yg depan pom bensin shell teaaa gampang ga nis tesnyaa? Semangaaatt buat besok :D,pom bensin shell teaaa gampang ga nis tesnyaa semangaaatt besok d,positive
0,Minggu sore jam 15.00 Dim Sum Inc. kemang raya dekat pom bensin shell. @adityawilly @indrajpiliang @zuhairimisrawi @bonihargens @yanuarrizky,minggu sore jam dim sum inc kemang raya pom bensin shell,neutral
0,Minggu jam 15.00 di Dim Sum Inc. kemang raya dekat pom bensin shell. :) @saiful_haq @taufikbasari @budimandjatmiko @martinmanurung,minggu jam dim sum inc kemang raya pom bensin shell,neutral
0,Shooting.... Panasnyoo.... (with abah at Pom Bensin Shell Antasari) https://t.co/I6WiIfLizp,shooting panasnyoo with abah at pom bensin shell antasari,neutral
0,Udah bayar blom om? @RoyFerdinand: kaca mobil gw diketok orang ngga berhenti krn curiga kejadian di depan pom bensin Shell Lebak Bulus.,udah bayar blom om kaca mobil gw diketok orang ngga berhenti krn curiga kejadian pom bensin shell lebak bulus,neutral
0,Guys kaca mobil gw diketok orang gw ngga berhenti krn curiga kejadian di depan pom bensin Shell Lebak Bulus.Hati2@TMCPoldaMetro,guys kaca mobil gw diketok orang gw ngga berhenti krn curiga kejadian pom bensin shell lebak bulushati,neutral
0,@botaksakti @sketsagram Tujuan Mal Ambasador. Stlh Pom Shell 300m tengok kiri durung ngasi tekan Ambassador.,tujuan mal ambasador stlh pom shell m tengok kiri durung ngasi tekan ambassador,neutral
0,@Agusbigreds dr pancoran belok k arah manggarai nnt lokasi'a sesudah pom bensin shell sblh kanan jalan Mate,dr pancoran belok k arah manggarai nnt lokasia pom bensin shell sblh kanan jalan mate,neutral
0,@polsekpdkaren pak didepan pom bensin shell ada balita 2org setiap malam dsna kasian mohon diteruskan ke dinas sosial,didepan pom bensin shell balita org malam dsna kasian mohon diteruskan dinas sosial,neutral
0,Mobil alphard tapi isinya premium (at Pom Bensin Shell Tol Jagorawi Km.20) [pic] https://t.co/gLqApjqw4I,mobil alphard isinya premium at pom bensin shell tol jagorawi km pic,neutral
0,@Kuliner_Bandung @Gulali_Bikes ikan bakar kaligawe pasteur setelah pom bensin shell belok kiri dikit,ikan bakar kaligawe pasteur pom bensin shell belok kiri dikit,neutral
0,D'milky wae: kami menyediakan ketan susu susu murni rotibakar.dll kami berada di caman sebelah pom bensin shell dan di galaxy taman kuliner.,dmilky wae menyediakan ketan susu susu murni rotibakardll caman sebelah pom bensin shell galaxy taman kuliner,neutral
0,KOst wanita sekitar Kemang Jaksel nih &gt;&gt; http://t.co/dcixJ0AUBO Lokasi seberang pom bensin Shell. #kostwanita... http://t.co/PVlbbbJcfa,kost wanita kemang jaksel gtgt lokasi seberang pom bensin shell,neutral
0,@susilaaw nah tapi itu orang maksain kabur dan maksain jalan ngerintih sampe ke pom Shell yg sebrang pizza hut eh akhirnya dia jatoh *cont*,orang maksain kabur maksain jalan ngerintih sampe pom shell sebrang pizza hut eh jatoh cont,neutral
0,RT @colezvily: @KabarBintaro min itu anak kecil depan pom bensin shell kasian bgt msh pd balita tiap malem tiduran dstu ,rt min anak pom bensin shell kasian bgt msh pd balita malem tiduran dstu,neutral
1,@KabarBintaro min itu anak kecil depan pom bensin shell kasian bgt msh pd balita tiap malem tiduran dstu,min anak pom bensin shell kasian bgt msh pd balita malem tiduran dstu,negative
0,Bandung (at Pom bensin shell pasteur 1) https://t.co/lIn6wKV9dQ,bandung at pom bensin shell pasteur,neutral
0,@infobandung @xGILANGPERMANAx Di konter deket POM Shell BSD serpong banten ada yang jual.,konter deket pom shell bsd serpong banten jual,neutral
0,Tiap hari jalan pagi tiap hari melipir pom bensin. Bukan buat isi bensin tapi numpang di toilet. Terpujilah janitor pom Shell ini. BERSIH!,jalan pagi melipir pom bensin isi bensin numpang toilet terpujilah janitor pom shell bersih,positive
0,Samping pom shell RT @CISCtangsel: Arah Ocean Park sesudah Pom bensin Shield @jewids: @CISCtangsel min saung djati itu di sebelah mananya,samping pom shell rt arah ocean park pom bensin shield min saung djati sebelah mananya,neutral
0,Toilet pom bensin Shell emang paling enak bersih. Wangiii..,toilet pom bensin shell emang enak bersih wangiii,positive
0,Deket ko bro depan pom bensin shell @MooFeyy: @comic_jeans patokan yg di veteran dari rs suyoto msi jauh gk min? ,deket ko bro pom bensin shell patokan veteran rs suyoto msi min,neutral
0,Berasa pengen nge-F*UK mobil belakang yang ngasih lampu jauh padahal (at Pom Bensin Shell Tol Jagorawi Km.20) https://t.co/AG295TnqZe,berasa pengen ngefuk mobil ngasih lampu at pom bensin shell tol jagorawi km,neutral
0,haha itu yg dket pom bensin shell alhamdulilah peka juga yg punya senyum manis @widywidyaa: Sejak kapan deket sekolah kita ada halte ? Ha,haha dket pom bensin shell alhamdulilah peka senyum manis deket sekolah halte ha,neutral
0,Dan nggak bisa di starter!! Faaaaaakkkkkkkkk (at Pom Bensin Shell Antasari) https://t.co/7nXc2XHQjx,nggak starter faaaaaakkkkkkkkk at pom bensin shell antasari,neutral
0,Pertamina Lurr Masuk Gang Piano RW @zaebidin: Lur belakang pom bensin pertamina atau shell :) @VikingSurabaya: dipulowonokromo,pertamina lurr masuk gang piano rw lur pom bensin pertamina shell dipulowonokromo,neutral
0,Pom shell konco e @the_mo1927 biyen @aslisuroboyo: Winginane berita olahraga podo ngabarno lek david moyes metu teko ____ ,pom shell konco e biyen winginane berita olahraga podo ngabarno lek david moyes metu teko ____,neutral
0,Seminar UKB Cinere Minggu 23-03- 2014 jam 9.00 @RM Padang SEDERHANA Jl. Cinere Raya 19 (samping pom bensin SHELL dekat Cinere Mall)HTM:40rb,seminar ukb cinere minggu jam padang sederhana jl cinere raya samping pom bensin shell cinere mallhtmrb,neutral
0,@TMCPoldaMetro : TOLONG DI TERTIBKAN PAK DEPAN POM BENSIN SHELL / SHOWROOM MOBIL / UNIV TRISAKTI SEPANJANG JL GROGOL http://t.co/GOYfvZ6PJU,tolong tertibkan pom bensin shell showroom mobil univ trisakti jl grogol,neutral
0,RT @iniPurworejo: Pom bensin Shell ini adalah yg pertama di Purworejo dulu terletak di alun-alun sebelah timur #faktaPwr http://t.co/G2Pwec,rt pom bensin shell purworejo terletak alunalun sebelah timur,neutral
0,@DetEksiJP balapan drag di sebelah pom shell http://t.co/9s76rJJU2o,balapan drag sebelah pom shell,neutral
0,@TMCPoldaMetro Seru ada bali di danau sunter utara dpn pom bensin shell,seru bali danau sunter utara dpn pom bensin shell,neutral
0,@HNirjam dari pancoran lurus ke arah manggarai nnt liat disebelah kanan ada pom bensin shell nah ga jauh dr situ kok,pancoran lurus arah manggarai nnt liat disebelah kanan pom bensin shell ga dr situ,neutral
0,@Khunchanblues @cacaancat belakang pom shell bilangin yang laen [g̲̅u̲̅e̲̅] dah blng kuple,pom shell bilangin laen gue dah blng kuple,neutral
0,Min di Circle K yg di pom Shell ga ada korek It's My Circle yah. . . @CircleKIndo,min circle k pom shell ga korek its my circle yah,negative
0,RT @iniPurworejo: Pom bensin Shell ini adalah yg pertama di Purworejo dulu terletak di alun-alun ... http://t.co/xeCVzc9QJZ,rt pom bensin shell purworejo terletak alunalun,neutral
5,Pom bensin Shell ini adalah yg pertama di Purworejo dulu terletak di alun-alun sebelah timur #faktaPwr http://t.co/G2PwecBaK5,pom bensin shell purworejo terletak alunalun sebelah timur,neutral
0,I'm at Pom Bensin Shell Menteng (Jakarta Pusat) http://t.co/O2Z6XWegDt,im at pom bensin shell menteng jakarta pusat,neutral
0,I'm at Pom Bensin Shell Antasari (Jakarta) http://t.co/0AsaoTSRxE,im at pom bensin shell antasari jakarta,neutral
0,@bono_ajje iya puteran ke2 kya'a pokok'a lewatin pom shell,iya puteran kyaa pokoka lewatin pom shell,neutral
0,@SIMLINGBKS mhn info jadwal di sim Keliling yg di samping pom bensin shell jatibening hari apa saja u/ bln maret ini?,mhn info jadwal sim keliling samping pom bensin shell jatibening u bln maret,neutral
0,10.47: RT @moefidtri: Mobil Nissan Livina X-Gear tersangkut di separator busway MT Haryono arah Pancoran #Jkt.Sebelum Pom bensin Shell.,rt mobil nissan livina xgear tersangkut separator busway mt haryono arah pancoran pom bensin shell,neutral
0,mobil nissan livina xgear tersangkut di separator busway Mt Haryono arah pancoran. Sebelum pom bensin shell. @RadioElshinta,mobil nissan livina xgear tersangkut separator busway mt haryono arah pancoran pom bensin shell,neutral
1,Ampun dhh ga tau tempt kali yahh ni anak2...mana eke cew sndr mau (at Shell Pom Bensin bintaro 7) [pic] https://t.co/v6J96O03xZ,ampun dhh ga tau tempt kali yahh ni anakmana eke cew sndr at shell pom bensin bintaro pic,neutral
0,Latepost ....lokasi nya dpn pom bensin shell helix @ car free day buah batu http://t.co/X6jFQ7QKUy,latepost lokasi dpn pom bensin shell helix car free day buah batu,neutral
0,D'King Cibubur open recruitment for all 150cc up to 1400cc join us! Spot: Indomart sebrang pom Shell jl raya alternatif Cibubur,dking cibubur open recruitment for all cc up to cc join us spot indomart sebrang pom shell jl raya alternatif cibubur,neutral
0,Isi pulsa di pom bensin shell wkwkwkw,isi pulsa pom bensin shell wkwkwkw,positive
0,Kembali lagi di sini untuk ngisi si nushock (at Pom bensin shell Gunung sahari) https://t.co/TNIuL0gnsb,ngisi si nushock at pom bensin shell gunung sahari,neutral
0,Bukan yg depan air mancur pisan .jl.jend sudirman RT @bintangbete: NowerNuy yg dkt pom bensin shell atw yg dimana?,air mancur pisan jljend sudirman rt nowernuy dkt pom bensin shell atw dimana,neutral
0,@NowerNuy yg dkt pom bensin shell atw yg dimana?,dkt pom bensin shell atw dimana,neutral
0,@TMCPoldaMetro busway mogok d Hasyim Ashari dkt pom bensin Shell angkutan massal masih bgini jgn harap org mau pake http://t.co/d8J8mOXrTL,busway mogok d hasyim ashari dkt pom bensin shell angkutan massal bgini jgn harap org pake,neutral
0,Untung bensinya abis pas sampe d pom benshin shell..... Kl abis ps d tngh jalan bs berabe....,untung bensinya abis pas sampe d pom benshin shell kl abis ps d tngh jalan bs berabe,positive
0,Haahaha bisa bisaaa @LuntunganBoys: @jodhy_killian ke pom bensin shell juga bisa nyong :) ,haahaha bisaaa pom bensin shell nyong,neutral
0,@jodhy_killian ke pom bensin shell juga bisa nyong :),pom bensin shell nyong,neutral
0,Disuruh beli oli matic ke pom Shell males bat jalannya da'ahh..,disuruh beli oli matic pom shell males bat jalannya daahh,positive
0,@misyalestaaarii itu kan pas sblm pom bensi shell.. Ini mah yg arah masuk ke halim sebelah kiri.. Sebelum SPBU Pertamina,pas sblm pom bensi shell mah arah masuk halim sebelah kiri spbu pertamina,neutral
0,Pom Bensin Shell di jl. Antasari jaksel (yang di tengah ya)ngeselin banget. Yang jaga cuma 1 orang yg lainnya malah ngobrol. Gila,pom bensin shell jl antasari jaksel yangeselin banget jaga orang ngobrol gila,neutral
0,06.07: RT @tiara_08452: Mhn bantuan petugas ada kabel menjuntai ke jalan di jln otista kota Tangerang depan pom shell http://t.co/fzKvmtSvQn,rt mhn bantuan petugas kabel menjuntai jalan jln otista kota tangerang pom shell,neutral
0,@RadioElshinta mohon bantuan petugas ada kabel menjuntai ke jalan di jln otista kota tangerang depan pom shell http://t.co/XR3O9DUDL5,mohon bantuan petugas kabel menjuntai jalan jln otista kota tangerang pom shell,neutral
0,Dengan #pointrewardsBCA isi bensin full tank di Shell hanya 28rb saja (at Pom Bensin Shell Slipi) [pic] https://t.co/dwOecJPZVn,isi bensin full tank shell rb at pom bensin shell slipi pic,neutral
0,Fiuhhh... After a long trip to sentul.. :D (at Pom Bensin Shell Tol Jagorawi Km.20) https://t.co/ABgZrWFh6N,fiuhhh after a long trip to sentul d at pom bensin shell tol jagorawi km,neutral
0,Pelayanan pom bensin shell memang bagus di banding pertamina true !,pelayanan pom bensin shell bagus banding pertamina true,positive
0,RCTI OKEEEEEE... @VikingTNG_Shop: #NoBar @VikingTNG #PERSIB vs Semen Padang | Jam: 14.30WIB | Venue: @OtistaRPM (Grendeng sebrang pom Shell,rcti okeeeeee vs semen padang jam wib venue grendeng sebrang pom shell,neutral
0,Hp gue rusak ngek. Di samping pom bensin shell tempatnye @henddraa12: @bevirza nomer lo deh sini kalo kaga pin ,hp gue rusak ngek samping pom bensin shell tempatnye nomer lo deh kalo kaga pin,neutral
0,@detikcom Bus Gandeng Mogok Di Putaran Daan Mogot Depan Pom Bensin Shell http://t.co/2IiPv1KayL,bus gandeng mogok putaran daan mogot pom bensin shell,neutral
0,@insthinc klo bsd cod aja bro di pom bensin shell gmna?,klo bsd cod bro pom bensin shell gmna,negative
0,Izin gabung ya min @MoVe_TangSel: Valentine LoVe Ride !Meeting point utk Chapter Tangsel: Pom Bensin Shell Pdk Indah Jam 19.00 ,izin gabung ya min valentine love ride meeting point utk chapter tangsel pom bensin shell pdk indah jam,neutral
0,Pom bensin Shell Rawamangun menyelamatkan ku!! :'),pom bensin shell rawamangun menyelamatkan ku,positive
0,pak @ridwankamil ini trotoar Jl buahbatu dkt pom bensin shell yg jd gudang ban sdh lama ky gini. tks @infobandung http://t.co/VNWcuNxDfG,trotoar jl buahbatu dkt pom bensin shell jd gudang ban sdh ky gini tks,neutral
0,@DIY28 kaga lah mas... Mewah amirr... Deket pom bensin shell situ mass... Hehehehehe,kaga mas mewah amirr deket pom bensin shell situ mass hehehehehe,neutral
0,pom bensin depan sekolah hhe RT@Aullliaaad_ Shell teh apa ka?_- RT @fahmishdq Sabar yah nak doain aja shell ngabeledug :) RT @Aullliaaad_:,pom bensin sekolah hhe rt shell teh ka_ rt sabar yah nak doain shell ngabeledug rt,neutral
0,Hujan hujan makan @MyPockyID di pom Shell,hujan hujan makan pom shell,neutral
0,Rick's cafe pancoran...smping pom bensin shell RT @ICI_Bandung: Coba ke @ICI_Jakarta RT (cont) http://t.co/uWctfzr4dz,ricks cafe pancoransmping pom bensin shell rt coba rt cont,neutral
0,Bunuh we bunuuuh:( RT @alexedelyn_: Jeburkeun kanu pom bensin shell @Jennyrisma2: Hayu ah pake (cont) http://t.co/KO3Jt7zEGn,bunuh we bunuuuh rt jeburkeun kanu pom bensin shell hayu ah pake cont,neutral
0,@VikingTNG Ohh ti ditu lurd :) : Otista depan pom bensin Shell grendeng Ir_Deny1933 Sebagian ada yg brangkat ke SJH gk?? @VikingTNG,ohh ti ditu lurd otista pom bensin shell grendeng ir_deny brangkat sjh,neutral
0,ngasi minum motor di Pom bensin Shell Sunter http://t.co/Gd5fY8MxBT,ngasi minum motor pom bensin shell sunter,neutral
0,Pom shell ada 2 nih yg sebelah mana om ?? RT @DKC_depok: Ini disebrang pom Shell margonda ada apaan ... http://t.co/1frszUHF7R,pom shell sebelah om rt disebrang pom shell margonda,neutral
0,Ini disebrang pom Shell margonda ada apaan ya?..kok rame betul sich.. cc: @HVC_DEPOK @DeTiCers @jupiterDPKclub @restadepok @mioclubdepok,disebrang pom shell margonda yakok rame sich cc,neutral
0,@infobandung tanya doong pom bensin shell lokasinya dimana aja yaa ? Thanks.,doong pom bensin shell lokasinya dimana yaa thanks,neutral
0,Blacky mimik dulu (at Shell Pom Bensin bintaro 7) https://t.co/IEi5fUritn,blacky mimik at shell pom bensin bintaro,neutral
0,2 orang yang sering bilang ati-ati dijalan ke gue; 1. Nyokap 2. Mba-mba pom bensin shell,orang bilang atiati dijalan gue nyokap mbamba pom bensin shell,neutral
0,RT @SonoraFM92: 9.04 #InfoSIMLING Bekasi -&gt; Di Pospol jatibening ( sebelah Pom Bensin Shell/Perum Jatibening Estate ) @SIMLINGBKS,rt bekasi gt pospol jatibening sebelah pom bensin shellperum jatibening estate,neutral
0,9.04 #InfoSIMLING Bekasi -&gt; Di Pospol jatibening ( sebelah Pom Bensin Shell/Perum Jatibening Estate ) @SIMLINGBKS,bekasi gt pospol jatibening sebelah pom bensin shellperum jatibening estate,neutral
0,08.04: RT @Tandi_Tan: Jalan Daan Mogot ke Cengkareng stuck dr jemb.gantung smp sebrang pom bensin shell. http://t.co/v8OUEFtH7V #Jkt,rt jalan daan mogot cengkareng stuck dr jembgantung smp sebrang pom bensin shell,neutral
0,@RadioElshinta jalan daan mogot ke cengkareng stuck dr jemb.gantung smp sebrang pom bensin shell. http://t.co/2w2mOCjvhL,jalan daan mogot cengkareng stuck dr jembgantung smp sebrang pom bensin shell,neutral
0,@TMCPoldaMetro barusan lewat jl kemanggisan ada 2 gerombolan anak sma mau tawuran.. Tlg pak polisi sidak di tempat.. Deket pom bensin shell,barusan jl kemanggisan gerombolan anak sma tawuran tlg polisi sidak deket pom bensin shell,neutral
0,@arie_luck : sbelah pom bensin shell/perum jatibening estate,sbelah pom bensin shellperum jatibening estate,neutral
0,@Baguesrizal di toilet pom bensin mana? Aku juga kadang suka coli di toilet pom bensin shell grogol lebih sepi.,toilet pom bensin kadang suka coli toilet pom bensin shell grogol sepi,neutral
0,Isiii duluuuu (at Pom Bensin Shell Gondangdia) https://t.co/zlmXAGSGe5,isiii duluuuu at pom bensin shell gondangdia,neutral
0,@gerryDfaisal RT @GoodWillieBS: Dari lokasi lama tinggal lurus lg kearah kalimalang. Setelah melewati pom bensin shell +- 30m dikiri jalan,rt lokasi tinggal lurus lg kearah kalimalang melewati pom bensin shell m dikiri jalan,neutral
0,@karisaSafa gua nenduh le di pom shell bawa laptop le kalo kagak mah gas terus dah,gua nenduh le pom shell bawa laptop le kalo kagak mah gas dah,neutral
0,kejebak di pom shell grogol SHITTT (&gt;_&lt;)┌П┐ http://t.co/iY4Iuwf7qt,kejebak pom shell grogol shittt gt_ltп,neutral
0,parah di katain alay @shabrputrii @nengsalimah: Alay bingits tuh orangRT @Fir___Man: ada yg kebelet pengennya di toilet pom bensin shell. a,parah katain alay alay bingits tuh orangrt kebelet pengennya toilet pom bensin shell a,neutral
0,Alay bingits tuh orangRT @Fir___Man: ada yg kebelet pengennya di toilet pom bensin shell. ada,alay bingits tuh orangrt kebelet pengennya toilet pom bensin shell,positive
0,ada yg kebelet pengennya di toilet pom bensin shell. ada,kebelet pengennya toilet pom bensin shell,neutral
0,late posting lesehan di gudeg jogja bu Hendro Kemang Jaksel sblh pom bensin Shell.. http://t.co/5jDotoNJv6,late posting lesehan gudeg jogja bu hendro kemang jaksel sblh pom bensin shell,neutral
0,Baru sekali boker di pom bensin total nggak sewangi shell tapi lebih bersih dari pertamina,boker pom bensin total nggak sewangi shell bersih pertamina,positive
0,Teu apal sidikan grendeng teh RT @VikingTNG: Di Grendeng depan pom bensin Shell RT @cullenfebr: Otista putsal teh d sepatan mang ? ,teu apal sidikan grendeng teh rt grendeng pom bensin shell rt otista putsal teh d sepatan mang,neutral
0,Ceritanya sih tadi uda keren masuknya ke pom bensin shell tapi sebenernya cuma numpang boker sih. Premium tetap sohib gua deh :3,ceritanya uda keren masuknya pom bensin shell sebenernya numpang boker premium sohib gua deh,neutral
0,Taro mbl dpinggir jalan jalan kaki 500 m ke shell...beli bensin dl biar (at Pom Bensin Shell Antasari) [pic] https://t.co/FDJQqEPP8F,taro mbl dpinggir jalan jalan kaki m shellbeli bensin dl biar at pom bensin shell antasari pic,neutral
0,Argo ud 58rb msh 1/4 jarak kerumah lol Mampir pom bensin Shell buat ke toilet tnyata antri jg bwahahahaa kasian Pak supir taxinya...,argo ud rb msh jarak kerumah lol mampir pom bensin shell toilet tnyata antri jg bwahahahaa kasian supir taxinya,neutral
0, Istirahat dulu ga mood nyupir.. (at Pom Bensin Shell Tol Jagorawi Km.20) https://t.co/xY1xLUb23X,istirahat ga mood nyupir at pom bensin shell tol jagorawi km,neutral
0,Yuph betul tp geser ke selatan dikit ^^ @FranzHerdi: @daebakID tmptnya seberang pom bensin shell bukan ya? ,yuph tp geser selatan dikit tmptnya seberang pom bensin shell ya,neutral
0,Ikut tidur jg lah. Sopirnya ngantuk istirahat dlu. (w/ Irmawati &amp; Riko at Pom Bensin Shell Tol Jagorawi Km.20) https://t.co/24dZs3HBD4,tidur jg sopirnya ngantuk istirahat dlu w irmawati amp riko at pom bensin shell tol jagorawi km,neutral
0,OTW pom Shell Sidoarjo .. #nongkrong,otw pom shell sidoarjo,neutral
0,Mantep ni yg Nobar w/ President Erick Thohir at Ricks Cafe Gedung Hero Lantai 4 Pancoran Gatot Subroto Jaksel (samping pom bensin Shell),mantep ni nobar w president erick thohir at ricks cafe gedung hero lantai pancoran gatot subroto jaksel samping pom bensin shell,neutral
0,@RaffaelNyo2 yg samping pom bensin shell pas pulang ketemu #316,samping pom bensin shell pas pulang ketemu,neutral
0,RT @ICI_Jakarta Nobar w/ President Erick Thohir at Ricks Cafe Gedung Hero Lantai 4 Pancoran Gatot Subroto Jaksel (samping pom bensin Shell),rt nobar w president erick thohir at ricks cafe gedung hero lantai pancoran gatot subroto jaksel samping pom bensin shell,neutral
3,Nobar w/ President Erick Thohir at Ricks Cafe Gedung Hero Lantai 4 Pancoran Gatot Subroto Jaksel (samping pom bensin Shell) @InterClubIndo,nobar w president erick thohir at ricks cafe gedung hero lantai pancoran gatot subroto jaksel samping pom bensin shell,neutral
0,Paling bingung kalo bensin abis. Udah ketagihan pake Shell. Bingung cari POM nya. Hizz,bingung kalo bensin abis udah ketagihan pake shell bingung cari pom hizz,neutral
0,Pom bensin shell engkauu penyelamatkuuuu hari ini hakakakakakaka :)))) (at SPBU Shell) https://t.co/4LfHl01fHU,pom bensin shell engkauu penyelamatkuuuu hakakakakakaka at spbu shell,positive
0,pagi &lt;&lt;isi bensin dulu at pom SHELL V-power Bintaro,pagi ltltisi bensin at pom shell vpower bintaro,neutral
0,@galangmario: Today @Plumbers_Yk open register &amp; @rideNJS bukalapak at @theFactory_Cafe dpn pom shell jl.veteran start 3pm,today open register amp bukalapak at dpn pom shell jlveteran start pm,neutral
1,Today @Plumbers_Yk open register &amp; @rideNJS bukalapak at @theFactory_Cafe dpn pom shell jl.veteran @fixietas @ILSDVSN http://t.co/0aVZEzxoUV,today open register amp bukalapak at dpn pom shell jlveteran,neutral
0,Sensasional yah ~ @aminbudi: Neduhhhh... hujannya deras sekali... (@ Pom bensin shell) http://t.co/NLoJ7isCmv ,sensasional yah neduhhhh hujannya deras pom bensin shell,positive
0,Neduhhhh... hujannya deras sekali... (@ Pom bensin shell) http://t.co/23N5uXkAiH,neduhhhh hujannya deras pom bensin shell,neutral
0,RT @galangmario: Today @Plumbers_Yk open register &amp; @rideNJS bukalapak at @theFactory_Cafe dpn pom shell jl.veteran http://t.co/UtgKkKMYr6,rt today open register amp bukalapak at dpn pom shell jlveteran,neutral
0,Today @Plumbers_Yk open register &amp;amp; @rideNJS bukalapak at @theFactory_Cafe dpn pom bensin shell jl.veteran http://t.co/ApOU6MZJKS,today open register ampamp bukalapak at dpn pom bensin shell jlveteran,neutral
0,harga minyak kayaknya terus naik soalnya aku liat di pom shell harga bbmnya naik trus ,harga minyak kayaknya liat pom shell harga bbmnya trus,neutral
0, @rattabill: Sore tadi lg ngantri bensin di shell tiba2 ada moge dgn berisiknya masuk di pom yg ditutup a.k.a ga mau antri dilayanin lagi,sore lg ngantri bensin shell moge dgn berisiknya masuk pom ditutup aka ga antri dilayanin,neutral
0,H-09 pendaftaran #bintarocriterium1 tgl 11-12 bisa langsung dateng ke the factory cafe jl veteran depan pom bensin shell BINTARO...,h pendaftaran tgl langsung dateng the factory cafe jl veteran pom bensin shell bintaro,neutral
0,@MReviansyah sukawarna? oh! yg sebelah pom bensin shell ya? yg pas belokan?,sukawarna oh sebelah pom bensin shell ya pas belokan,neutral
0,Open register #bintarocriterium tgl 11-12 @Plumbers_Yk at @theFactory_Cafe jl.veteran depan pom bensin shell start 4pm @kotimcycles,open register tgl at jlveteran pom bensin shell start pm,neutral
